23:03:57.195 INFO  com.linecorp.armeria.common.Flags - verboseExceptionSampler: ExceptionSampler{rate-limit=10} (default)
23:04:08.565 INFO  org.casbin.jcasbin - 
23:04:08.569 INFO  org.casbin.jcasbin - Model:
23:04:08.569 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.569 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.569 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.569 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.569 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.569 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.569 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.570 INFO  org.casbin.jcasbin - Policy:
23:04:08.570 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.570 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.570 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.570 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.570 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.570 INFO  org.casbin.jcasbin - 
23:04:08.570 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.570 INFO  org.casbin.jcasbin - 
23:04:08.570 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.570 INFO  org.casbin.jcasbin - 
23:04:08.571 INFO  org.casbin.jcasbin - Model:
23:04:08.571 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.571 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.571 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.571 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.571 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.571 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.571 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.572 INFO  org.casbin.jcasbin - Policy:
23:04:08.572 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.572 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.572 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.572 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.572 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.573 INFO  org.casbin.jcasbin - 
23:04:08.573 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.573 INFO  org.casbin.jcasbin - 
23:04:08.573 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.573 INFO  org.casbin.jcasbin - 
23:04:08.577 INFO  org.casbin.jcasbin - Model:
23:04:08.577 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.577 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.577 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.577 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.577 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.577 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.577 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.578 INFO  org.casbin.jcasbin - Policy:
23:04:08.578 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.578 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.578 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.578 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.578 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.578 INFO  org.casbin.jcasbin - 
23:04:08.578 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.578 INFO  org.casbin.jcasbin - 
23:04:08.578 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.579 INFO  org.casbin.jcasbin - 
23:04:08.579 INFO  org.casbin.jcasbin - Model:
23:04:08.580 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.580 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.580 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.580 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.580 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.580 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.580 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.581 INFO  org.casbin.jcasbin - Policy:
23:04:08.581 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.581 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.581 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.581 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.581 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.581 INFO  org.casbin.jcasbin - 
23:04:08.581 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.581 INFO  org.casbin.jcasbin - 
23:04:08.581 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.581 INFO  org.casbin.jcasbin - 
23:04:08.583 INFO  org.casbin.jcasbin - Model:
23:04:08.583 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.583 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.583 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.583 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.583 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.584 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.584 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.585 INFO  org.casbin.jcasbin - Policy:
23:04:08.585 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.585 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.585 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.585 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.585 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.585 INFO  org.casbin.jcasbin - 
23:04:08.586 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.586 INFO  org.casbin.jcasbin - 
23:04:08.586 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.586 INFO  org.casbin.jcasbin - 
23:04:08.586 INFO  org.casbin.jcasbin - Model:
23:04:08.586 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.587 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.587 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.587 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.587 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.587 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.587 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.588 INFO  org.casbin.jcasbin - Policy:
23:04:08.588 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.588 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.588 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.588 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.588 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.588 INFO  org.casbin.jcasbin - 
23:04:08.588 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.588 INFO  org.casbin.jcasbin - 
23:04:08.589 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.589 INFO  org.casbin.jcasbin - 
23:04:08.593 INFO  org.casbin.jcasbin - Request: [test-user, test-study, adminReadResources, read] ---> false
23:04:08.594 INFO  org.casbin.jcasbin - Hit Policy: []
23:04:08.595 INFO  org.casbin.jcasbin - Request: [test-user, test-study, adminWriteResources, write] ---> false
23:04:08.596 INFO  org.casbin.jcasbin - Hit Policy: []
23:04:08.597 INFO  org.casbin.jcasbin - Model:
23:04:08.597 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.597 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.597 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.597 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.597 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.597 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.597 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.599 INFO  org.casbin.jcasbin - Policy:
23:04:08.599 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.599 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.599 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.599 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.599 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.599 INFO  org.casbin.jcasbin - 
23:04:08.599 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.599 INFO  org.casbin.jcasbin - 
23:04:08.599 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.599 INFO  org.casbin.jcasbin - 
23:04:08.600 INFO  org.casbin.jcasbin - Model:
23:04:08.600 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.600 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.600 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.600 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.600 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.600 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.600 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.601 INFO  org.casbin.jcasbin - Policy:
23:04:08.601 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.601 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.601 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.601 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.601 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.601 INFO  org.casbin.jcasbin - 
23:04:08.601 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.601 INFO  org.casbin.jcasbin - 
23:04:08.601 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.601 INFO  org.casbin.jcasbin - 
23:04:08.605 INFO  org.casbin.jcasbin - Model:
23:04:08.605 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.605 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.605 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.605 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.605 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.605 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.605 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.606 INFO  org.casbin.jcasbin - Policy:
23:04:08.606 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.606 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.606 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.606 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.606 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.606 INFO  org.casbin.jcasbin - 
23:04:08.606 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.606 INFO  org.casbin.jcasbin - 
23:04:08.606 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.606 INFO  org.casbin.jcasbin - 
23:04:08.607 INFO  org.casbin.jcasbin - Model:
23:04:08.607 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.607 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.607 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.607 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.607 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.607 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.607 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.608 INFO  org.casbin.jcasbin - Policy:
23:04:08.608 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.608 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.608 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.608 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.608 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.608 INFO  org.casbin.jcasbin - 
23:04:08.608 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.608 INFO  org.casbin.jcasbin - 
23:04:08.608 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.608 INFO  org.casbin.jcasbin - 
23:04:08.611 INFO  org.casbin.jcasbin - Model:
23:04:08.611 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.611 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.611 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.611 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.611 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.611 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.611 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.612 INFO  org.casbin.jcasbin - Policy:
23:04:08.612 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.612 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.612 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.612 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.612 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.612 INFO  org.casbin.jcasbin - 
23:04:08.612 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.612 INFO  org.casbin.jcasbin - 
23:04:08.612 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.612 INFO  org.casbin.jcasbin - 
23:04:08.613 INFO  org.casbin.jcasbin - Model:
23:04:08.613 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.613 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.613 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.613 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.613 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.613 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.613 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.613 INFO  org.casbin.jcasbin - Policy:
23:04:08.613 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.613 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.613 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.613 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.613 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.613 INFO  org.casbin.jcasbin - 
23:04:08.614 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.614 INFO  org.casbin.jcasbin - 
23:04:08.614 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.614 INFO  org.casbin.jcasbin - 
23:04:08.615 INFO  org.casbin.jcasbin - Model:
23:04:08.615 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.615 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.615 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.615 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.615 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.615 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.615 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.616 INFO  org.casbin.jcasbin - Policy:
23:04:08.616 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.616 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.616 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.616 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.616 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.616 INFO  org.casbin.jcasbin - 
23:04:08.616 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.616 INFO  org.casbin.jcasbin - 
23:04:08.616 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.616 INFO  org.casbin.jcasbin - 
23:04:08.616 INFO  org.casbin.jcasbin - Model:
23:04:08.616 INFO  org.casbin.jcasbin - p.p: sub, dom, obj, act
23:04:08.616 INFO  org.casbin.jcasbin - r.r: sub, dom, obj, act
23:04:08.616 INFO  org.casbin.jcasbin - e.e: some(where (p_eft == allow))
23:04:08.616 INFO  org.casbin.jcasbin - g.g: _, _, _
23:04:08.616 INFO  org.casbin.jcasbin - g.g2: _, _
23:04:08.616 INFO  org.casbin.jcasbin - g.g3: _, _
23:04:08.616 INFO  org.casbin.jcasbin - m.m: g(r_sub, p_sub, r_dom) && r_dom == p_dom && g3(r_obj, p_obj) && r_act == p_act
23:04:08.617 INFO  org.casbin.jcasbin - Policy:
23:04:08.617 INFO  org.casbin.jcasbin - p: sub, dom, obj, act: []
23:04:08.617 INFO  org.casbin.jcasbin - g: _, _, _: []
23:04:08.617 INFO  org.casbin.jcasbin - g2: _, _: []
23:04:08.617 INFO  org.casbin.jcasbin - g3: _, _: []
23:04:08.617 INFO  org.casbin.jcasbin - Role links for: g
23:04:08.617 INFO  org.casbin.jcasbin - 
23:04:08.617 INFO  org.casbin.jcasbin - Role links for: g2
23:04:08.617 INFO  org.casbin.jcasbin - 
23:04:08.617 INFO  org.casbin.jcasbin - Role links for: g3
23:04:08.617 INFO  org.casbin.jcasbin - 
23:04:11.677 INFO  r.b.a.o.c.watcher.LettuceSubThread - [subscribed] TEST_LETTUCE_REDIS_WATCHER
23:04:11.678 INFO  r.b.a.o.c.watcher.LettuceSubThread - [message] TEST_LETTUCE_REDIS_WATCHER -> Casbin policy has a new version from redis watcher: task-id
23:04:11.678 INFO  r.embedded.AbstractRedisInstance - Stopping redis server...
23:04:11.678 ERROR i.lettuce.core.pubsub.PubSubEndpoint - Unexpected error occurred in RedisPubSubListener callback
kotlin.UninitializedPropertyAccessException: lateinit property runnable has not been initialized
	at researchstack.backend.adapter.outgoing.casbin.watcher.LettuceSubscriber.onMessage(LettuceSubscriber.kt:18)
	at researchstack.backend.adapter.outgoing.casbin.watcher.LettuceSubThread$run$1.message(LettuceSubThread.kt:53)
	at researchstack.backend.adapter.outgoing.casbin.watcher.LettuceSubThread$run$1.message(LettuceSubThread.kt:29)
	at io.lettuce.core.pubsub.PubSubEndpoint.notifyListeners(PubSubEndpoint.java:219)
	at io.lettuce.core.pubsub.PubSubEndpoint.notifyMessage(PubSubEndpoint.java:208)
	at io.lettuce.core.pubsub.PubSubCommandHandler.doNotifyMessage(PubSubCommandHandler.java:292)
	at io.lettuce.core.pubsub.PubSubCommandHandler.decode(PubSubCommandHandler.java:130)
	at io.lettuce.core.protocol.CommandHandler.channelRead(CommandHandler.java:599)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:442)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:420)
	at io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:412)
	at io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1410)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:440)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:420)
	at io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:919)
	at io.netty.channel.epoll.AbstractEpollStreamChannel$EpollStreamUnsafe.epollInReady(AbstractEpollStreamChannel.java:800)
	at io.netty.channel.epoll.EpollEventLoop.processReady(EpollEventLoop.java:499)
	at io.netty.channel.epoll.EpollEventLoop.run(EpollEventLoop.java:397)
	at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:997)
	at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.base/java.lang.Thread.run(Thread.java:840)
23:04:11.778 INFO  r.embedded.AbstractRedisInstance - Redis exited
23:04:11.811 INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was localhost/127.0.0.1:6389
23:04:11.815 WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [localhost/<unresolved>:6389]: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:6389
23:04:11.888 ERROR r.b.a.o.c.watcher.LettuceSubThread - error message Unable to connect to localhost/<unresolved>:6389
23:04:11.889 INFO  r.embedded.AbstractRedisInstance - Stopping redis server...
23:04:11.913 INFO  i.l.c.protocol.ReconnectionHandler - Reconnected to localhost/<unresolved>:6389
23:04:11.914 INFO  r.b.a.o.c.watcher.LettuceSubThread - [subscribed] TEST_LETTUCE_REDIS_WATCHER
23:04:11.982 INFO  r.embedded.AbstractRedisInstance - Redis exited
23:04:12.073 ERROR r.b.a.o.c.watcher.LettuceSubThread - error message Unable to connect to wronghost/<unresolved>:6389
23:04:12.074 INFO  r.embedded.AbstractRedisInstance - Stopping redis server...
23:04:12.112 INFO  i.l.c.protocol.ReconnectionHandler - Reconnected to localhost/<unresolved>:6389
23:04:12.113 INFO  r.b.a.o.c.watcher.LettuceSubThread - [subscribed] TEST_LETTUCE_REDIS_WATCHER
23:04:12.142 INFO  r.embedded.AbstractRedisInstance - Redis exited
23:04:12.185 ERROR r.b.a.o.c.watcher.LettuceSubThread - error message Unable to connect to localhost/<unresolved>:9999
23:04:12.185 INFO  r.embedded.AbstractRedisInstance - Stopping redis server...
23:04:12.208 INFO  i.l.c.protocol.ReconnectionHandler - Reconnected to localhost/<unresolved>:6389
23:04:12.208 INFO  r.b.a.o.c.watcher.LettuceSubThread - [subscribed] TEST_LETTUCE_REDIS_WATCHER
23:04:12.283 INFO  r.embedded.AbstractRedisInstance - Redis exited
23:04:12.907 INFO  i.l.c.protocol.ReconnectionHandler - Reconnected to localhost/<unresolved>:6389
23:04:12.908 INFO  r.b.a.o.c.watcher.LettuceSubThread - [subscribed] TEST_LETTUCE_REDIS_WATCHER
23:04:16.003 ERROR r.b.a.o.c.watcher.LettuceSubThread - error message Unable to connect to localhost/<unresolved>:6389
23:04:16.003 INFO  r.embedded.AbstractRedisInstance - Stopping redis server...
23:04:16.101 INFO  r.embedded.AbstractRedisInstance - Redis exited
23:04:16.334 INFO  r.b.a.o.c.watcher.LettuceSubThread - [punsubscribed] test-p
23:04:16.334 INFO  r.b.a.o.c.watcher.LettuceSubThread - [subscribed] TEST_LETTUCE_SUB_THREAD
23:04:16.335 INFO  r.b.a.o.c.watcher.LettuceSubThread - [psubscribed] test-p
23:04:16.336 INFO  r.b.a.o.c.watcher.LettuceSubThread - [unsubscribed] TEST_LETTUCE_SUB_THREAD
23:04:16.343 INFO  r.b.a.o.c.watcher.LettuceSubThread - [message] test-p -> test-p -> test
23:04:16.343 INFO  r.embedded.AbstractRedisInstance - Stopping redis server...
23:04:16.442 INFO  r.embedded.AbstractRedisInstance - Redis exited
23:04:16.539 INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was localhost/127.0.0.1:6391
23:04:16.539 INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was localhost/127.0.0.1:6391
23:04:16.542 WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [localhost/<unresolved>:6391]: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:6391
23:04:16.542 WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [localhost/<unresolved>:6391]: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:6391
23:04:16.648 WARN  i.l.c.r.DefaultClientResources - io.lettuce.core.resource.DefaultClientResources was not shut down properly, shutdown() was not called before it's garbage-collected. Call shutdown() or shutdown(long,long,TimeUnit) 
23:04:16.648 WARN  i.l.c.r.DefaultClientResources - io.lettuce.core.resource.DefaultClientResources was not shut down properly, shutdown() was not called before it's garbage-collected. Call shutdown() or shutdown(long,long,TimeUnit) 
23:04:16.648 WARN  i.l.c.r.DefaultClientResources - io.lettuce.core.resource.DefaultClientResources was not shut down properly, shutdown() was not called before it's garbage-collected. Call shutdown() or shutdown(long,long,TimeUnit) 
23:04:16.905 INFO  i.l.core.protocol.ConnectionWatchdog - Reconnecting, last destination was localhost/<unresolved>:6389
23:04:16.906 WARN  i.l.core.protocol.ConnectionWatchdog - Cannot reconnect to [localhost/<unresolved>:6389]: finishConnect(..) failed: Connection refused: localhost/127.0.0.1:6389
23:04:16.943 WARN  i.l.c.r.DefaultClientResources - io.lettuce.core.resource.DefaultClientResources was not shut down properly, shutdown() was not called before it's garbage-collected. Call shutdown() or shutdown(long,long,TimeUnit) 
23:04:19.798 WARN  s.a.a.transfer.s3.S3TransferManager - The provided DefaultS3AsyncClient is not an instance of S3CrtAsyncClient, and thus multipart upload/download feature is not enabled and resumable file upload is not supported. To benefit from maximum throughput, consider using S3AsyncClient.crtBuilder().build() instead.
23:04:22.251 INFO  org.eclipse.jetty.server.Server - jetty-11.0.15; built: 2023-04-11T18:37:53.775Z; git: 5bc5e562c8d05c5862505aebe5cf83a61bdbcb96; jvm 17.0.12+7-Ubuntu-1ubuntu220.04
23:04:22.313 INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@9a978f2{/__admin,null,AVAILABLE}
23:04:22.328 INFO  o.e.j.s.handler.ContextHandler.ROOT - RequestHandlerClass from context returned com.github.tomakehurst.wiremock.http.StubRequestHandler. Normalized mapped under returned 'null'
23:04:22.329 INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@6e3fbf73{/,null,AVAILABLE}
23:04:22.343 INFO  o.e.jetty.server.AbstractConnector - Started NetworkTrafficServerConnector@444d2d83{HTTP/1.1, (http/1.1, h2c)}{0.0.0.0:43493}
23:04:22.346 INFO  org.eclipse.jetty.server.Server - Started Server@748f46e2{STARTING}[11.0.15,sto=1000] @27033ms
23:04:23.635 INFO  org.eclipse.jetty.server.Server - Stopped Server@748f46e2{STOPPING}[11.0.15,sto=1000]
